emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
disgust,0.31817615,0.15745597,0.2759605,0.64905286,0.06170218,0.0,0.12623586,0.0029186888,0.0,0.024832068,0.17011471,0.29623,0.4151387,0.0,0.30016953,0.15702412,0.2539104,0.057579033,0.026394026,0.06452548
surprise,0.43668395,0.23558003,0.70820355,0.307115,0.32496682,1.0,0.5331576,0.18835424,0.0,0.22772902,0.64770836,0.1620632,0.38581023,1.0,0.47401723,0.15897949,0.99763477,0.75913715,0.28722104,0.3901006
angry,0.3459722,0.13408008,0.4878194,0.3765741,0.19544987,0.0,0.20491226,0.15152934,0.0,0.16001153,0.56720513,0.52027196,0.468999,0.0,0.52342945,0.6333107,0.092194185,0.08375837,0.16266605,0.051475998
surprise,0.49305123,0.33281538,0.123489365,0.690871,0.085133314,0.0,0.1648358,0.0008127515,0.0,0.042998888,0.21511956,0.09407142,0.39049432,0.0,0.34311983,0.22285204,0.7618271,0.22996114,0.046375908,0.1146898
angry,0.311567,0.13274927,0.6592488,0.3219172,0.44948933,0.0,0.53827596,0.19663557,1.0,0.2986388,0.5098138,0.7423498,0.4592162,0.0,0.43258238,0.4458652,0.115499415,0.12950593,0.25678468,0.18726532
sad,0.20992032,0.3617077,0.33390862,0.31617245,0.27750993,0.0,0.38150784,0.39869007,0.0,0.2942234,0.37237757,0.25757623,0.4790929,0.0,0.52307373,0.32648066,0.24026829,0.12441983,0.2596312,0.51243025
neutral,0.5249159,0.4092606,0.11082037,0.34586123,0.51405793,1.0,0.32109416,0.004829992,0.0,0.28733504,0.3811975,0.2750123,0.5473278,0.0,0.57960296,0.3596782,0.29553035,0.27700105,0.32024372,0.43368196
neutral,0.31359416,0.24208765,0.6215376,0.3741786,0.35570765,0.0,0.4717462,0.028790385,1.0,0.44302428,0.44780722,0.4705064,0.5924264,0.0,0.547651,0.49387518,0.054091513,0.08746522,0.3476795,0.27080783
fear,0.27142775,0.13508065,0.27830634,0.3903913,0.1570855,0.0,0.36639157,0.1412504,1.0,0.14008924,0.16367644,0.09859756,0.36369896,0.0,0.4809354,0.3178518,0.18866393,0.07260201,0.40134418,0.20517537
neutral,0.6022564,0.37997034,0.3065909,0.51266026,0.047099195,0.0,0.17502718,0.00341556,1.0,0.028897358,0.19534402,0.297415,0.49516407,0.0,0.4412616,0.47829747,0.2353274,0.15963447,0.28991932,0.20826547
angry,0.3724531,0.26685187,0.38851392,0.36837786,0.3111885,0.0,0.5548389,0.028123118,0.0,0.12999913,0.19418956,0.22443308,0.35451987,1.0,0.56907314,0.07259535,0.99470466,0.37992147,0.12611714,0.22523396
happy,0.48278534,0.4133166,0.68220216,0.28061575,0.5237265,1.0,0.4693414,0.9440404,1.0,0.85883594,0.7892328,0.4364791,0.47122002,0.0,0.49283177,0.6548601,0.7555731,0.15994146,0.78081566,0.73375833
disgust,0.27183443,0.23437491,0.25352195,0.44339854,0.1121249,0.0,0.14140491,0.07232325,0.0,0.09694611,0.57174337,0.13517697,0.42081365,0.0,0.54765415,0.5268593,0.3193321,0.248702,0.042356186,0.110443585
neutral,0.3095552,0.2498081,0.77444065,0.24846394,0.19829017,0.0,0.38802022,0.10163592,0.0,0.20520857,0.2698309,0.072977655,0.5328838,0.0,0.49919242,0.3920521,0.05249832,0.12631996,0.43508917,0.34782708
neutral,0.29217783,0.22947803,0.2546234,0.27249992,0.21918678,0.0,0.4871278,0.008424278,0.0,0.06368141,0.22604121,0.14118384,0.5457267,0.0,0.52363235,0.4774005,0.21803372,0.034139596,0.6558876,0.09624298
happy,0.37745315,0.3023459,0.6849555,0.29901737,0.25918877,1.0,0.5335954,0.007450368,0.0,0.25607258,0.29824138,0.15307544,0.5336654,1.0,0.38619018,0.60197634,0.15658082,0.048397336,0.36717647,0.8403475
surprise,0.32299513,0.18938383,0.13169342,0.3407715,0.26950565,1.0,0.32843307,0.028051786,1.0,0.43543977,0.26884255,0.11624655,0.27184153,1.0,0.50161266,0.044842478,0.9956737,0.70206225,0.09341953,0.20052953
happy,0.32599312,0.24263605,0.48298916,0.26121667,0.51373804,0.0,0.40940905,0.5295731,1.0,0.7291986,0.80792844,0.36985758,0.3216903,1.0,0.4283881,0.48600638,0.08754472,0.20069739,0.46895805,0.7875439
happy,0.30977145,0.4417368,0.36742112,0.3037384,0.70444024,1.0,0.5530819,0.3772251,1.0,0.9424985,0.52815545,0.17018083,0.37178287,1.0,0.25816813,0.27519178,0.67720747,0.20095898,0.07230319,0.7375704
surprise,0.34312743,0.22986503,0.62452847,0.36015832,0.16535246,1.0,0.29230484,0.035268947,0.0,0.09153746,0.37767482,0.2918299,0.3043109,1.0,0.584099,0.08380687,0.97318757,0.34174192,0.18505986,0.22296157
neutral,0.29413083,0.22815724,0.4711634,0.27347687,0.21875645,0.0,0.3281131,0.09960431,1.0,0.16503754,0.3692663,0.22999571,0.47297192,0.0,0.42498276,0.5651445,0.05012804,0.082274884,0.2531909,0.46206468
happy,0.35512996,0.26536644,0.5810903,0.24445844,0.32416746,1.0,0.41232488,0.24045631,1.0,0.5651258,0.46731395,0.23785977,0.4595451,0.0,0.40788218,0.65993845,0.017544158,0.052555464,0.45730045,0.7498051
neutral,0.35404405,0.20709978,0.40273032,0.35435602,0.33922493,0.0,0.30467376,0.049076006,1.0,0.27081192,0.44708613,0.4868467,0.52981716,0.0,0.2723379,0.56610996,0.27945286,0.19740732,0.12690333,0.14949873
happy,0.5304926,0.44058046,0.70099336,0.3691868,0.88359267,1.0,0.68887156,0.85602546,1.0,0.9139408,0.500002,0.32926947,0.49649578,1.0,0.20664532,0.37687597,0.98924315,0.5515833,0.30487967,0.84254295
happy,0.36135015,0.3067801,0.16845751,0.3078395,0.88588554,1.0,0.5390112,0.28169718,1.0,0.9312969,0.7305287,0.11474376,0.43324757,1.0,0.19379826,0.29018337,0.51576275,0.093956545,0.20484456,0.6435396
angry,0.48861608,0.20229116,0.68596303,0.2443946,0.14493771,0.0,0.7521949,0.97941244,0.0,0.08686489,0.4092079,0.4173922,0.39744297,1.0,0.6821801,0.12526563,0.99830556,0.25155154,0.114166684,0.2296874
neutral,0.33246598,0.30007866,0.3914893,0.33235857,0.19549958,0.0,0.27677208,0.5346516,1.0,0.23144068,0.56569743,0.09149273,0.38161838,0.0,0.43460202,0.43502623,0.002497519,0.07526656,0.15396759,0.24152534
happy,0.2233202,0.18775073,0.181121,0.25131366,0.8830196,1.0,0.6307325,0.43165523,1.0,0.9342025,0.7278493,0.22930099,0.6207859,0.0,0.49732053,0.57884973,0.9461032,0.09390313,0.22130744,0.79101455
happy,0.4311524,0.4350768,0.6479733,0.31198263,0.367629,0.0,0.4084179,0.011927806,0.0,0.7435876,0.5735476,0.08290503,0.3801071,0.0,0.41759545,0.33865172,0.012215271,0.14002123,0.037332226,0.7117843
angry,0.29150814,0.16431448,0.47888896,0.2652617,0.39554462,1.0,0.51570207,0.10765703,1.0,0.15434884,0.45132947,0.2356277,0.45004258,1.0,0.46989334,0.43819597,0.9958377,0.42988107,0.2117169,0.7084675
neutral,0.35260895,0.35912192,0.33126652,0.35624215,0.23998119,0.0,0.355594,0.64195263,1.0,0.2315973,0.26161486,0.27057526,0.3612474,0.0,0.32879707,0.5610909,0.7060861,0.21784271,0.029321857,0.18549217
happy,0.2056414,0.16935869,0.48325366,0.24935882,0.9178014,1.0,0.73207796,0.9174096,1.0,0.95920867,0.791745,0.14559719,0.29513398,0.0,0.17979056,0.26161706,0.9865818,0.056492995,0.5029291,0.7430796
happy,0.4154326,0.38718,0.4930976,0.26384363,0.45527273,1.0,0.5251907,0.7655325,1.0,0.77929664,0.82647717,0.18599202,0.41169313,0.0,0.3332153,0.29996106,0.5202201,0.152916,0.5321772,0.81229424
neutral,0.2127662,0.18105365,0.60664,0.36840698,0.61403847,0.0,0.26834843,0.7026725,1.0,0.6749427,0.38918653,0.3137076,0.44638732,1.0,0.691082,0.594559,0.019388681,0.115017585,0.019550387,0.15652958
neutral,0.40332717,0.24176262,0.20611584,0.382839,0.112963766,1.0,0.15223533,0.54928917,0.0,0.051008593,0.4156929,0.5114481,0.29407272,0.0,0.26974282,0.3961813,0.041801307,0.18282422,0.08536306,0.031122847
neutral,0.36506984,0.2623973,0.09864686,0.3622634,0.1916155,0.0,0.2899407,0.0029301387,0.0,0.3357383,0.42019194,0.3478301,0.5145441,0.0,0.23337466,0.32501653,0.04584927,0.233026,0.27943304,0.3134342
happy,0.25154737,0.24756841,0.3039747,0.39113683,0.4680068,1.0,0.5421107,0.018556787,0.0,0.7809733,0.53725123,0.10769745,0.42283145,0.0,0.39612666,0.39195067,0.040197764,0.022727992,0.10926625,0.36767173
sad,0.2888164,0.24078211,0.49260384,0.32199934,0.37235543,0.0,0.406518,0.014282821,1.0,0.5499928,0.55881655,0.034461442,0.32621518,1.0,0.46061212,0.544525,0.006656917,0.037262525,0.10137539,0.068777755
sad,0.42974964,0.2760669,0.59668666,0.34135896,0.19357565,1.0,0.30358502,0.0034632112,1.0,0.12194207,0.12597397,0.28768605,0.50733984,0.0,0.22367749,0.5073229,0.029596098,0.08377649,0.08417237,0.13366483
surprise,0.55227166,0.26654154,0.74093896,0.3525441,0.123410605,1.0,0.5489956,0.008399619,0.0,0.13674873,0.46329364,0.18745582,0.25422776,1.0,0.2442162,0.05760762,0.99947613,0.63014066,0.16796751,0.13137394
disgust,0.24393833,0.20898823,0.24506597,0.37436894,0.13361314,0.0,0.32796118,0.1472798,0.0,0.14699434,0.15819962,0.05167864,0.4478912,0.0,0.699958,0.34155664,0.9191,0.3003669,0.074772306,0.22230302
sad,0.2341272,0.23837101,0.4661445,0.2894477,0.5756958,1.0,0.72755504,0.8464915,0.0,0.7228576,0.31701326,0.27764773,0.5920664,0.0,0.40756992,0.3981903,0.21991216,0.052172255,0.15263188,0.39930412
neutral,0.31679636,0.31256172,0.3861748,0.2934765,0.2250876,1.0,0.36403182,0.043754898,0.0,0.11418548,0.23300332,0.12551966,0.47503582,0.0,0.26501292,0.20013408,0.46405613,0.16461885,0.5663176,0.628236
neutral,0.26362565,0.15280795,0.5792188,0.31397933,0.27015013,1.0,0.39626208,0.21102512,0.0,0.086595684,0.29165745,0.6351813,0.55276823,0.0,0.63888544,0.6468272,0.20932434,0.08893468,0.3081952,0.21988073
happy,0.37898675,0.1334609,0.3148161,0.40887278,0.5187634,0.0,0.44068158,0.010417994,0.0,0.7752464,0.675373,0.6366027,0.6105924,0.0,0.5728662,0.70623827,0.117200084,0.0455639,0.19886458,0.579957
surprise,0.3062685,0.26864102,0.5249882,0.35466447,0.18921839,0.0,0.36454323,0.5670696,0.0,0.20648442,0.28658396,0.031707168,0.2581776,1.0,0.5332851,0.04702058,0.9984339,0.5226559,0.11834599,0.3113816
happy,0.448225,0.27536345,0.40273115,0.29472214,0.3129455,1.0,0.30025825,0.14352266,0.0,0.23432678,0.5146227,0.1014084,0.54533386,0.0,0.41933283,0.56227994,0.01650361,0.037219774,0.22024286,0.7635917
angry,0.38440546,0.26612476,0.523429,0.29602137,0.4543369,1.0,0.56686395,0.98721725,1.0,0.49527943,0.31556377,0.17456894,0.2875074,1.0,0.5118873,0.011175259,0.99988985,0.7694457,0.052246604,0.42107275
fear,0.51936316,0.3451751,0.16874301,0.4276528,0.26143688,0.0,0.28563735,0.19290887,0.0,0.082555406,0.22710676,0.08682858,0.32569024,0.0,0.45652774,0.119980395,0.93894607,0.4168027,0.16266842,0.32158577
fear,0.20739335,0.30096862,0.19528888,0.30542254,0.2839991,1.0,0.4234385,0.008889679,0.0,0.13810565,0.37596732,0.086920306,0.39021835,0.0,0.43428603,0.30589756,0.03960414,0.060453035,0.56488204,0.4812611
neutral,0.38655806,0.31478631,0.7113569,0.30462888,0.19621935,1.0,0.47357488,0.1082685,1.0,0.21320559,0.26171803,0.45530745,0.47076982,0.0,0.53913075,0.4368616,0.024353841,0.11179652,0.72441226,0.39252838
fear,0.28764746,0.18258616,0.31399432,0.2807237,0.22954182,1.0,0.40035722,0.006035791,1.0,0.07726336,0.38345236,0.07870427,0.46881908,0.0,0.363489,0.4714399,0.049739517,0.12860155,0.19520763,0.09733466
neutral,0.3377543,0.34080985,0.093770616,0.43636,0.096011154,0.0,0.10891047,0.0002995935,1.0,0.040248718,0.18565513,0.05150666,0.50098985,0.0,0.25926703,0.5164676,0.093412,0.11131286,0.1243952,0.06473097
surprise,0.3044845,0.19283855,0.6260862,0.3187485,0.311347,0.0,0.51754445,0.1826916,1.0,0.30842096,0.2854021,0.09867698,0.32057607,1.0,0.6993031,0.05085,0.995407,0.7667941,0.22193797,0.45303342
happy,0.37612355,0.2719626,0.50804967,0.25382823,0.51256114,1.0,0.5213826,0.48496565,0.0,0.7905629,0.58244216,0.37785617,0.39476466,1.0,0.4565526,0.36473718,0.95909166,0.074578695,0.42192027,0.44455835
happy,0.3388411,0.21918747,0.55972034,0.30151486,0.58627707,0.0,0.6623808,0.11380378,1.0,0.7678402,0.6541959,0.29419938,0.40156093,1.0,0.7092383,0.3194603,0.9898441,0.16806671,0.29062456,0.8107752
neutral,0.26594839,0.13096114,0.20623255,0.3349408,0.23730467,0.0,0.5190228,0.008189354,0.0,0.20773229,0.6021684,0.21821612,0.541684,0.0,0.6431083,0.4618183,0.6765006,0.12820914,0.43802038,0.7044889
surprise,0.53982675,0.46401212,0.24227895,0.42908445,0.1728338,1.0,0.42134482,0.0005747114,1.0,0.15710926,0.30338892,0.1450778,0.35384393,1.0,0.5111174,0.10902469,0.9464328,0.14145993,0.11238858,0.31358415
angry,0.28272828,0.28606,0.3550872,0.42252898,0.11667946,1.0,0.49570692,0.16874963,0.0,0.0767622,0.68877673,0.33973664,0.3990042,1.0,0.5991506,0.44043523,0.91870016,0.14890254,0.502173,0.18894605
neutral,0.29181474,0.23987968,0.48300233,0.24680018,0.5182111,0.0,0.38029245,0.25300676,0.0,0.5032723,0.7743216,0.29246715,0.51764643,1.0,0.5072237,0.578442,0.004127977,0.09536058,0.4842266,0.34281558
neutral,0.3005157,0.41257846,0.1629122,0.46922177,0.24052347,0.0,0.34784675,0.018521024,0.0,0.11180082,0.22036798,0.106203385,0.4957437,0.0,0.4055235,0.3229869,0.044283573,0.06447388,0.20655711,0.060229875
neutral,0.3639924,0.22745878,0.19773059,0.34204617,0.25362262,0.0,0.36361676,0.0031163222,0.0,0.08975455,0.38810053,0.2834495,0.56161475,0.0,0.6522862,0.45965418,0.035545755,0.08147107,0.43989217,0.1300604
neutral,0.40001884,0.25847125,0.4545105,0.35935032,0.16882363,0.0,0.2937916,0.040064044,1.0,0.19477125,0.28856286,0.091647245,0.5358389,0.0,0.4828023,0.4831625,0.11735741,0.16109286,0.52773714,0.54171187
happy,0.28692043,0.22399047,0.37273255,0.30750817,0.82131016,1.0,0.53705823,0.82397705,1.0,0.95528036,0.72721106,0.32123816,0.38129586,0.0,0.3680781,0.33519506,0.9131719,0.05295554,0.36168835,0.79260427
neutral,0.3428357,0.22918421,0.33271578,0.47377446,0.13085699,0.0,0.44443315,0.022051804,1.0,0.23186766,0.16044876,0.2669535,0.4765018,0.0,0.5300989,0.2690261,0.49088052,0.05137148,0.21465524,0.14368129
happy,0.35829142,0.14758518,0.33469632,0.25751817,0.47291276,1.0,0.45116737,0.14969553,0.0,0.7070718,0.85038304,0.52145565,0.51151305,0.0,0.43271127,0.7250739,0.008680519,0.15909922,0.7080264,0.32209268
happy,0.34336904,0.3419941,0.69734275,0.27248493,0.56418675,1.0,0.61678255,0.42527768,0.0,0.73627186,0.58635396,0.3063001,0.46329597,1.0,0.39245105,0.34187773,0.4899455,0.104552686,0.33344117,0.78443485
happy,0.24541435,0.3077103,0.40642276,0.2948253,0.9085453,1.0,0.6483562,0.38846746,1.0,0.9459336,0.8605827,0.46340483,0.4099794,1.0,0.33335215,0.56404984,0.97848696,0.09771877,0.20330139,0.6616776
sad,0.3321985,0.46164945,0.1402331,0.38181287,0.21275069,0.0,0.2595077,0.37206322,0.0,0.19654076,0.45801696,0.252861,0.4037045,0.0,0.16561162,0.4139847,0.049284756,0.121966526,0.032815095,0.33896098
happy,0.36582103,0.177498,0.3240161,0.25623074,0.5487302,0.0,0.4272757,0.011403789,1.0,0.68634593,0.67442816,0.23549896,0.36508673,0.0,0.3458536,0.5065589,0.035641786,0.11220846,0.74336445,0.67782986
disgust,0.4449814,0.17116813,0.48296782,0.30160812,0.22453433,0.0,0.34717622,0.060433906,0.0,0.08872668,0.38880825,0.13972788,0.41786525,0.0,0.46670038,0.56340986,0.009477414,0.052118108,0.55260193,0.07738642
fear,0.3278845,0.24710344,0.27920377,0.42713463,0.17499843,1.0,0.46361443,0.04957118,1.0,0.15611927,0.4236664,0.113053456,0.51832634,0.0,0.3905169,0.4052239,0.13969117,0.1058574,0.19569206,0.7632487
disgust,0.3869701,0.27572864,0.36934596,0.40193212,0.05655923,0.0,0.115217924,0.016212186,0.0,0.034035016,0.2716857,0.3570331,0.48317432,0.0,0.39226085,0.2268367,0.84987223,0.110356756,0.079186834,0.0562855
neutral,0.38422108,0.2788039,0.47696137,0.33105892,0.20947422,0.0,0.3905722,0.0043609636,0.0,0.08919904,0.20214976,0.046812765,0.38338408,0.0,0.3311034,0.49922812,0.036297437,0.12277499,0.5630063,0.10339646
angry,0.42849234,0.24159184,0.5358619,0.30913234,0.37463084,1.0,0.48519218,0.8568844,1.0,0.24338289,0.26275897,0.18634515,0.31744167,1.0,0.73451364,0.05860348,0.99063337,0.58167136,0.25689253,0.41213942
sad,0.44695762,0.22158399,0.62306774,0.365691,0.3274489,0.0,0.4288038,0.040490318,0.0,0.13352215,0.308303,0.3104217,0.47142562,1.0,0.43150255,0.42378032,0.62969756,0.05574089,0.46590012,0.55144006
neutral,0.4216693,0.29934245,0.6611917,0.36283457,0.16928774,1.0,0.5229636,0.01077204,0.0,0.29075006,0.30939227,0.1228244,0.43864405,0.0,0.38896722,0.24975437,0.53623784,0.080847286,0.32344496,0.53081733
surprise,0.38116813,0.17424007,0.76746607,0.28514817,0.34241867,1.0,0.4974681,0.9889023,0.0,0.4010765,0.44257143,0.58392507,0.3691667,1.0,0.46454167,0.17995043,0.9644037,0.61143196,0.2081352,0.2409724
happy,0.4395928,0.2218311,0.54967034,0.2513962,0.81105256,1.0,0.5720003,0.8258845,1.0,0.93572664,0.78332275,0.50504863,0.51130426,0.0,0.50623757,0.41002607,0.9010086,0.101305634,0.647553,0.769261
neutral,0.46192756,0.25481495,0.2887249,0.33297068,0.1181481,0.0,0.26730245,0.066162005,0.0,0.1402695,0.59819984,0.16588497,0.4515467,0.0,0.52057624,0.5340097,0.01753347,0.23103869,0.54494065,0.22975805
neutral,0.48817024,0.3025075,0.33896735,0.38446358,0.44255534,0.0,0.5677524,0.00070699793,1.0,0.32569247,0.60000235,0.270548,0.4548424,0.0,0.34373307,0.4642504,0.20306247,0.050963663,0.6613139,0.22401193
disgust,0.18431954,0.13379529,0.31403676,0.25711834,0.29049358,1.0,0.35527515,0.010212803,1.0,0.13575056,0.44775283,0.11495935,0.42858428,0.0,0.4874137,0.5509842,0.04349799,0.1895623,0.5008374,0.19469129
neutral,0.28675848,0.18513244,0.69977444,0.3051388,0.20619492,0.0,0.5337244,0.08071947,0.0,0.067077175,0.25104594,0.19017066,0.48068297,0.0,0.4056263,0.45829642,0.0059470623,0.059174623,0.4792027,0.15572144
neutral,0.30089825,0.2134802,0.42216527,0.30499083,0.15441042,0.0,0.44705158,0.07370254,0.0,0.20993707,0.3677392,0.07462053,0.35069144,1.0,0.75340754,0.6080139,0.63144827,0.1513581,0.17290361,0.3381851
neutral,0.2956579,0.36393926,0.28880063,0.3202269,0.4135892,0.0,0.40803733,0.00065165287,0.0,0.25446972,0.53476727,0.25640884,0.5752226,1.0,0.62042844,0.50817925,0.051985387,0.0850945,0.33928236,0.706692
disgust,0.31020534,0.16016331,0.5520806,0.36327243,0.1800711,1.0,0.40423918,0.038859706,1.0,0.15608124,0.14841619,0.5062213,0.5054187,0.0,0.34197304,0.30126888,0.67335445,0.038328994,0.039345928,0.21049407
sad,0.24270615,0.12996191,0.43496853,0.30683252,0.19803475,1.0,0.21421881,0.04675399,1.0,0.06764241,0.42107558,0.37493062,0.5499883,0.0,0.31962448,0.39472005,0.009647347,0.11040517,0.24952066,0.14623573
disgust,0.21100737,0.24415451,0.1489631,0.5152628,0.15329099,1.0,0.52436477,0.046933502,0.0,0.11600944,0.33420977,0.15769732,0.53860366,0.0,0.43989044,0.4081162,0.19896139,0.037205424,0.08178044,0.20204216
happy,0.4367126,0.35435525,0.48504898,0.29199937,0.9036634,1.0,0.6711762,0.882067,0.0,0.9440748,0.6805975,0.23115899,0.49180374,1.0,0.21801406,0.24889193,0.9771131,0.14279732,0.052370753,0.7946972
fear,0.49886367,0.17780101,0.6375397,0.31805965,0.26423985,0.0,0.32431245,0.03730771,0.0,0.1576746,0.28549492,0.57910275,0.55387866,0.0,0.48220766,0.49171817,0.6803362,0.21901122,0.21211745,0.26472738
happy,0.34115764,0.18466993,0.19958313,0.25670007,0.47821313,1.0,0.36446387,0.028512098,1.0,0.6780436,0.63245875,0.29155856,0.5283195,0.0,0.6770333,0.5936058,0.03312054,0.07212462,0.33805928,0.46792763
happy,0.4253566,0.31864825,0.3180045,0.29726836,0.45503563,1.0,0.4659499,0.060833536,0.0,0.61134803,0.66143507,0.24747197,0.5737745,0.0,0.55271924,0.3380123,0.019153496,0.11146147,0.2658253,0.32361475
happy,0.35813874,0.2689632,0.21793728,0.4233091,0.27187514,0.0,0.14639784,0.094555765,1.0,0.5485479,0.44879496,0.25706837,0.44858146,0.0,0.5958508,0.58228815,0.85597396,0.068227686,0.10478932,0.09267713
happy,0.29957587,0.25903088,0.4852216,0.28621134,0.59462905,1.0,0.5664055,0.85957783,0.0,0.6672192,0.5115894,0.22761282,0.47131932,1.0,0.5709353,0.43195555,0.10697654,0.0961332,0.462226,0.8165906
fear,0.30809584,0.24502791,0.61251837,0.29190853,0.33375323,0.0,0.29862106,0.014917683,0.0,0.11170786,0.20542745,0.38875002,0.58894104,0.0,0.44354093,0.33348286,0.4673213,0.18669342,0.33405504,0.5364433
neutral,0.3854915,0.24753661,0.45489758,0.3415094,0.1660793,1.0,0.4583336,0.1029994,1.0,0.16608077,0.39474264,0.45416266,0.47751397,0.0,0.6839304,0.5606283,0.4004426,0.20172173,0.12023344,0.20915917
angry,0.49960253,0.31496203,0.74812514,0.28417298,0.29245725,0.0,0.49988893,0.2151381,0.0,0.36995095,0.6201465,0.14560907,0.36327934,1.0,0.7929711,0.36441776,0.99253476,0.53049177,0.39445323,0.89535826
happy,0.34376392,0.3331431,0.22645909,0.35657173,0.61468244,1.0,0.5066677,0.13001594,1.0,0.84295255,0.7261072,0.30215076,0.6118966,0.0,0.6234784,0.4996718,0.080186166,0.041482233,0.27576104,0.42613786
happy,0.36477625,0.2372346,0.29091996,0.3867197,0.46277073,1.0,0.5162567,0.00425945,0.0,0.48190773,0.42405343,0.24169506,0.5294246,0.0,0.29493377,0.35413715,0.10264639,0.04533545,0.060471024,0.36569476
happy,0.3632214,0.35080406,0.31082085,0.27092865,0.6887282,1.0,0.5924533,0.8279789,0.0,0.9310428,0.6902069,0.7796185,0.49746093,0.0,0.5398251,0.6665504,0.29261452,0.049625833,0.080351636,0.7971675
neutral,0.26621997,0.35746908,0.37286818,0.38809916,0.7412192,1.0,0.59657204,0.0024871577,0.0,0.8170485,0.2900461,0.21184011,0.5707913,1.0,0.6365132,0.42467317,0.17862818,0.046178777,0.36981922,0.5645795
happy,0.32869968,0.35523677,0.34917778,0.3451727,0.7726252,1.0,0.7097068,0.290626,1.0,0.8555661,0.87123907,0.11440033,0.48200375,0.0,0.24595027,0.15709265,0.933261,0.121990226,0.060840186,0.34298328
surprise,0.37974772,0.36569405,0.5675346,0.37902984,0.19310297,1.0,0.40748826,0.61542505,0.0,0.37172174,0.5379402,0.24908675,0.32996294,1.0,0.6108136,0.05981026,0.99548113,0.8284839,0.18807252,0.37939095
surprise,0.40023643,0.21121746,0.46722177,0.2540911,0.24310234,1.0,0.42461255,0.17812851,0.0,0.09498331,0.23010635,0.22953902,0.32162604,1.0,0.5461487,0.20494555,0.9880471,0.5015128,0.48257467,0.38311493
happy,0.49890187,0.2944268,0.5907477,0.44140708,0.34152707,0.0,0.4059204,0.0024525262,0.0,0.30755937,0.32480195,0.21724252,0.5275825,0.0,0.5180695,0.5641171,0.028347842,0.05490291,0.10022133,0.10319106
neutral,0.27597845,0.22527419,0.34725422,0.45198512,0.4611494,0.0,0.25962615,0.034234848,0.0,0.6828904,0.6467704,0.73386145,0.6175902,0.0,0.73698086,0.76024526,0.019387448,0.07552885,0.3365294,0.23592989
